sex,Age,Married,Number_children,,total_members,gained_asset,durable_asset,save_asset,living_expenses,other_expenses,,,,,incoming_agricultural,farm_expenses,,lasting_investment,no_lasting_investmen,depressed
1,42,1,7,,9,24781887,18978214,23399979,18684598,26505438,,,,,69399939,17461202,,34348773,87661905,1
1,22,1,2,,4,82606287,22861940,23399979,73403776,76073008,,,,,6406148,53384566,,82606287,17349985,1
1,52,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,29,1,3,,5,16521257,16736061,23399979,20286135,84881458,,,,,3203074,26692282,,29839178,10943836,0
1,36,0,3,,4,42650009,26345285,23399979,46711493,65983322,,,,,11477681,19641072,,69956213,503372,0
1,22,1,3,,5,47157024,21588719,40038424,28293822,28747589,,,,,6406148,39593554,,26592697,91643505,0
1,23,1,1,,3,2592037,22741826,88084536,66730709,26105053,,,,,98761444,13168192,,54748035,73893135,0
1,23,1,3,,5,20651573,1145099,23399979,15935293,50096077,,,,,30028818,31363432,,17680142,88751847,0
1,34,1,6,,8,57824402,21700827,88084536,14680755,78155006,,,,,14013449,23689401,,34690182,287943,0
1,39,1,4,,6,36522855,26185129,23399979,13346142,3843689,,,,,93422991,56832318,,69434436,20953888,0
1,17,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,3,,5,71425879,39237656,23399979,53384566,10714282,,,,,14947679,8345788,,11883137,4091037,0
1,81,0,0,,2,16521257,26105053,23399979,26692283,14413833,,,,,54719181,37369198,,45028618,37369198,1
1,29,1,3,,5,28157883,79836621,19218445,15348064,19859058,,,,,13879988,62281996,,1643686,38819614,0
1,24,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,20,1,3,,5,11187569,23062132,23399979,80076847,22021133,,,,,21353827,16460241,,40175391,15558043,0
1,28,1,2,,4,28912201,32991661,23399979,1601537,20819981,,,,,13105911,3203074,,68310013,1227845,0
1,40,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,40,1,2,,4,41303144,27626514,16015369,26692283,28267128,,,,,58723021,15336942,,35406616,15707295,0
1,35,1,2,,4,17900111,17344646,23399979,26692283,17616907,,,,,10676913,99651194,,39296643,99651194,0
1,29,1,4,,6,20651573,33023694,23399979,36701891,26265207,,,,,1601537,74515951,,40085645,27470808,0
1,42,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,18,1,3,,4,82606287,16736061,23399979,26692283,15294679,,,,,72069163,71668782,,17802354,71668782,1
1,25,1,3,,5,38415656,21941057,48046108,10676913,17937214,,,,,18684598,15570499,,67723785,52205654,0
1,26,1,6,,8,35111401,49327339,19698906,53384566,12652143,,,,,34699969,26136196,,40044135,42141556,0
1,28,1,4,,6,34766083,2033952,23399979,18417675,1345291,,,,,52049952,91421068,,24777051,16182196,0
0,33,1,2,,4,20651573,14958356,19218445,1321268,12139651,,,,,25357668,15459281,,18064513,21565142,0
1,21,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,0,6,,7,28912201,7735424,23399979,80076851,93689919,,,,,44042268,28115871,,79436241,37057786,0
1,18,1,2,,3,41303144,35233815,23399979,26024976,14413833,,,,,30028818,31363432,,87747717,,0
1,26,1,4,,6,41303144,12812296,23399979,93422991,1145099,,,,,67531476,39593554,,13705788,21376071,0
1,25,1,4,,7,26505453,9689299,23399979,20019212,10650221,,,,,30028818,31363432,,12740228,50715337,1
1,65,1,1,,5,69741156,14333755,23399979,86749923,21780903,,,,,6406148,53384566,,85195984,13746526,0
1,27,0,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,2,,4,26505453,48046108,23399979,26692283,12011527,,,,,30028818,31363432,,76953865,18017291,1
1,23,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,29,1,3,,5,41303144,18257521,23399979,44042268,78475313,,,,,10676913,12233964,,26918469,41595473,0
0,29,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,29,1,1,,3,28912201,36515042,23399979,62726865,58776409,,,,,48046112,37369196,,46925031,37369196,1
1,40,1,0,,2,41303144,16415755,6406148,40038424,49647646,,,,,11744605,2099793,,18270169,85059414,0
1,41,0,4,,7,40653168,10313898,25624592,38703811,18289553,,,,,26692283,20241647,,51687756,76815941,1
1,34,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,36,1,1,,3,15077211,19026259,23399979,20019213,32831509,,,,,46711493,27782218,,39388544,10932714,0
1,23,1,1,,3,11841276,44522729,23399979,25357668,52210106,,,,,56053796,22688441,,60367847,22688441,0
0,42,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,4,,6,6712542,37556042,11210759,2268844,5717487,,,,,66597252,97426834,,52916882,16159509,1
1,57,1,5,,9,25334981,39397809,23399979,3203074,24343363,,,,,325112,27092669,,78826318,12318489,0
1,32,1,4,,6,17555701,27610498,23399979,50715337,29788588,,,,,20152674,73403783,,54519177,35367275,0
1,31,1,3,,5,21617395,2857142,23399979,11611143,24023054,,,,,23222287,19351906,,53552045,99428755,0
1,24,1,4,,6,82606287,22341441,23399979,26692283,2642536,,,,,21353827,37814063,,29253345,3507811,0
1,21,1,2,,4,18726175,26185129,23399979,28694205,20659828,,,,,42707653,95647341,,5131745,3358779,0
1,44,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,42,1,1,,3,16521257,14894295,23399979,40038425,13613065,,,,,37369196,31140998,,17347189,31140998,0
1,22,1,2,,4,28912201,2445547,23399979,37903044,48046112,,,,,17349984,49491942,,25016008,15626107,0
1,25,1,5,,7,28912201,12251758,16015369,66730709,64702095,,,,,12812296,27092669,,12572065,21126942,1
0,37,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,3,,5,28912201,10009606,23399979,19805674,88404846,,,,,18684598,23578182,,10329913,77763519,1
1,21,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,41,1,8,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,20,1,3,,5,62615582,13163032,16015369,3203074,39237656,,,,,18684598,76962751,,19464629,17265457,0
1,41,1,4,,6,39241721,5243432,11210759,37502658,25304285,,,,,40038424,86749923,,10344734,59964214,0
1,21,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,28,1,6,,8,55730682,10329913,23399979,17349985,35073662,,,,,37369196,57833278,,6646098,11709015,0
1,37,1,5,,8,1018915,32671356,88084536,24023054,47773849,,,,,89085493,44459333,,50868192,20816145,0
1,26,1,2,,4,33872006,22821902,11210759,92088375,40518887,,,,,11717913,59145651,,60297363,28336082,0
1,21,1,2,,4,41303144,8979818,23399979,14680755,61018558,,,,,56053796,18017291,,10273695,1034326,0
1,24,1,2,,4,28912201,14173602,12812296,53384566,42600883,,,,,16682676,19240687,,14974371,32993889,0
1,18,1,2,,3,57555164,27242145,12812296,21620749,2722613,,,,,13172642,57021389,,85998456,25721352,0
1,51,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,19,1,3,,5,16521257,25624591,83279924,26692283,10986544,,,,,10676913,75628144,,33682864,10552349,0
0,48,0,3,,4,66469196,44602805,55253027,28026898,23062132,,,,,93422985,11522169,,14270236,5774386,0
1,32,0,1,,2,82606287,41319656,56053796,32497857,64541941,,,,,11904758,10943837,,64474579,66997633,0
1,44,1,6,,8,11668919,86803307,23399979,53384566,96092224,,,,,2535767,19129471,,2118205,1258986,0
1,37,1,0,,2,20651573,19522736,23399979,66730708,54452257,,,,,12144989,80076847,,26520627,92889147,1
1,28,1,5,,7,20651573,34753354,23399979,1134422,2033952,,,,,53384566,84525573,,43705121,42912292,0
1,42,0,1,,3,20651573,56854565,23399979,10676913,89686069,,,,,70734549,58945453,,79908447,58945453,0
1,22,1,2,,4,83646683,29644449,60858406,25357668,43433685,,,,,10943836,13791013,,38665747,66256027,0
1,60,0,1,,3,28912201,82479156,23399979,66730708,23862902,,,,,50314951,11096205,,90486839,1712499,0
1,34,1,5,,7,88460167,12956435,23399979,1601537,16976292,,,,,36568427,1183358,,22346974,30251255,0
1,43,0,2,,4,41303144,68545784,23399979,10076337,26745668,,,,,14814218,59546032,,84687622,16831709,1
1,73,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,1,4,,7,42545969,35153738,23399979,13346142,88084536,,,,,18317579,20603106,,79301245,29263251,0
1,34,1,3,,5,23269824,18737982,44843035,46444573,3071748,,,,,21353827,17794855,,42488269,11468784,0
1,32,1,5,,7,49563774,1165919,23399979,46711493,12812296,,,,,10676913,31363432,,17063997,53251104,0
1,30,1,4,,6,33042515,24215239,56053795,76073008,53171028,,,,,2033952,5565341,,31074902,11588455,0
0,35,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,33,0,0,,1,28912201,172966,23399979,26692283,1321268,,,,,14947679,15792933,,17456754,15792933,0
1,23,1,3,,5,1018915,25272253,172966,28026898,58007671,,,,,46711493,13234923,,36182095,23468079,0
1,17,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,43,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,49,0,2,,5,16521257,17096408,25624592,24156517,21140289,,,,,54986105,13797686,,19028802,41744507,1
0,18,1,1,,2,28912201,1016976,23399979,10676913,46124264,,,,,69399939,13123707,,1016976,14191397,0
1,61,0,1,,4,17314723,73670702,23399979,26692283,22421518,,,,,43735309,55961485,,18307675,12269219,0
1,43,1,6,,10,12390944,13372833,23399979,80076849,65663018,,,,,24023056,20019212,,19977077,88217993,0
0,52,1,0,,2,20206248,12892372,48046112,34833429,14573987,,,,,11157374,12678834,,34700159,60724945,0
0,62,0,0,,2,28912201,17520815,23399979,33765738,11771297,,,,,37369196,31140998,,18385645,57833278,0
1,76,0,1,,2,41303144,1297245,23399979,12358527,40839195,,,,,85415304,7117942,,13865942,1048117,0
1,61,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
0,43,0,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,4,,6,52667108,25752716,80076847,20019212,19859058,,,,,66730709,55608922,,84185352,10365503,0
1,22,1,2,,4,28912201,83279922,23399979,13346142,80076847,,,,,69399939,71179426,,12100058,71179426,0
1,41,1,6,,8,38002625,37379874,80076847,15348064,10089683,,,,,33365355,28938885,,83630414,52674995,0
1,45,0,3,,6,24781887,69987167,23399979,26692283,16335678,,,,,64061481,21353826,,10149551,21353826,0
1,76,0,0,,1,12390944,11210759,23399979,10009606,51089029,,,,,46711493,38926247,,25203239,10298773,0
1,28,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,3,,5,20651573,60858406,23399979,16415755,14173602,,,,,30028818,42707652,,87916122,31390125,1
1,47,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,0,,2,64853094,28507358,96092216,48046112,35073662,,,,,34699969,28916639,,10457122,13481827,0
1,37,0,5,,7,92590485,21941057,23399979,18684598,52049953,,,,,14680757,22810781,,12606261,44294731,1
1,23,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,65,0,0,,1,82606287,22149257,23399979,26692283,1601537,,,,,80076847,66730708,,23744058,66730708,0
1,34,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,37,1,4,,7,17383041,18481737,23399979,14680755,10089684,,,,,30028818,31363432,,36441333,90086454,0
1,29,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,0,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,26,1,2,,5,11668919,29067896,23399979,33365355,13789233,,,,,4217381,12763359,,41857892,26056116,0
1,26,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,61,1,5,,8,1886281,12011527,23399979,10676913,14413833,,,,,80076847,66730708,,3183526,34032661,0
1,27,1,5,,7,82606287,17456754,23399979,3203074,25464437,,,,,30028818,31363432,,19083585,19859058,1
1,80,0,0,,1,23510501,30429203,40038424,24023056,56053796,,,,,23088825,19240688,,26553421,4196249,0
1,46,0,7,,8,34766083,8215885,23399979,88084536,1040999,,,,,12812296,84525561,,90039685,55164051,0
1,35,0,5,,6,68742737,2826713,23399979,78742236,10810375,,,,,88084536,46044188,,10197463,61927429,0
1,25,1,3,,5,12390944,29308127,96092224,1601537,28267128,,,,,40038424,86749923,,37113522,11464336,0
1,35,1,4,,6,55417652,10041637,23399979,24289978,27786667,,,,,44843035,21353827,,15775586,23350409,0
1,26,1,3,,5,12390944,32030739,23399979,74738393,43305561,,,,,68065324,46711496,,44421684,46311111,0
1,44,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,36,1,1,,3,34698373,40518887,23399979,80076849,59641239,,,,,26692283,6895507,,82904639,1122633,0
1,28,1,0,,2,4547291,14141571,48046112,13346142,12171681,,,,,67531476,6005764,,68551056,13428887,0
1,45,1,4,,6,388964,23222287,23399979,18684598,15534909,,,,,53384566,1712755,,33357922,42218296,0
1,49,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,37,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,1,,3,41303144,40390762,48046108,68065324,36915428,,,,,13613065,43708611,,4804274,52416969,0
1,45,0,6,,7,38174982,172966,23399979,44042268,86483002,,,,,82746086,20241649,,56112195,63483152,0
1,30,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,35,1,4,,6,24781887,32751431,16015369,16533201,88645073,,,,,42707653,67620449,,41555692,24839394,1
1,25,1,1,,3,16521257,26505438,23399979,338992,68866089,,,,,34166121,2286639,,32721945,2286639,0
1,29,1,4,,6,40893845,32351047,16015369,42707653,16495831,,,,,40038424,34699968,,73565198,21700825,0
1,48,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,21,1,0,,2,65401855,33263922,80076847,27226129,46124264,,,,,37369196,77852494,,48804745,20797737,1
0,51,0,0,,1,16521257,7959639,80076847,12678834,59256868,,,,,21353827,21264853,,1028441,14138012,0
1,27,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,4,,6,82606287,47165265,23399979,28026898,56774487,,,,,76873775,24912798,,48712018,24912798,0
1,39,1,7,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,1,,3,28912201,24423439,23399979,13613065,27866743,,,,,30028818,31363432,,35954506,1601537,0
1,26,1,2,,5,74345665,76073006,23399979,66730708,22741825,,,,,90753765,4448714,,15762558,25268695,0
1,21,1,3,,5,83646683,24583592,23399979,30696127,15695063,,,,,42707653,3558971,,37993103,3558971,0
1,55,0,7,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,38,0,2,,3,51287338,49295309,23399979,25357668,975336,,,,,93422985,24245493,,55513086,59479308,0
0,23,1,1,,3,24681276,325112,96092216,46444573,37155659,,,,,54051876,12248422,,65760699,11490694,0
1,21,1,1,,3,87776993,16447784,33632278,44042268,12011527,,,,,28026898,90086454,,30270325,34202826,0
1,28,1,5,,7,96556207,25224208,23399979,1601537,18417675,,,,,10009606,72402821,,13122948,77757959,0
1,21,1,0,,2,28912201,21941057,23399979,53384566,42600883,,,,,39371116,89530361,,2338244,14828675,0
1,24,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,52,1,4,,8,3858801,19378598,23399979,33365355,31229971,,,,,53384566,44487137,,60368909,27137156,0
1,63,1,0,,4,20651573,17456754,23399979,2642536,37075581,,,,,10676913,2891664,,2568783,15896145,0
0,55,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,36,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,25,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
0,65,0,0,,1,28912201,88084536,23399979,26692283,22421517,,,,,13879988,1957434,,1040999,1957434,0
1,31,1,3,,5,24990268,24519531,23399979,93422991,20019213,,,,,28026898,80299288,,55051117,75828333,0
1,46,1,1,,6,50360968,29196021,96092224,60057635,32671356,,,,,10676913,48935851,,85610797,58678535,0
1,28,1,3,,5,65401855,16415755,32030739,17616907,36515045,,,,,53384566,47156363,,28000781,92439827,1
1,22,1,3,,5,1407879,15614986,48046112,66730709,39878273,,,,,17376677,62526674,,3033439,20004532,0
1,23,1,1,,3,78759839,31229971,11210759,86749923,13613065,,,,,71401858,59501547,,83244141,11270261,0
0,45,0,2,,3,73662476,96092216,23399979,53384566,60858407,,,,,11210759,32698047,,17616084,14160256,0
1,26,1,4,,6,73630792,50416385,48046108,53117642,67312599,,,,,1127749,10949398,,13245525,13073102,0
1,30,1,3,,5,28912201,27226129,12812296,33365355,54292103,,,,,30028818,80744152,,27226129,61699211,0
1,34,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,30,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,56,1,2,,5,41303146,2338244,23399979,10009606,30429203,,,,,6406148,3203074,,33918903,21093576,1
1,30,1,1,,3,62787634,1470211,23399979,70067244,24983976,,,,,72069163,8408069,,78290515,41413078,0
1,61,1,5,,7,82606287,35634198,23399979,66997629,24535547,,,,,6406148,56943536,,48391711,99117336,0
1,27,1,4,,6,33042515,66287613,23399979,13879987,65823169,,,,,56053796,46711496,,10427888,14280372,0
1,39,0,2,,4,22375139,91287605,23399979,26692283,47405496,,,,,21046867,17539056,,11846735,17769276,0
1,53,1,6,,10,7194295,5877641,23399979,10676913,10409991,,,,,11637836,15926397,,16355085,15526011,1
1,27,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,19,1,1,,3,24781887,28507358,23399979,45376883,32351048,,,,,13346142,34477535,,35630005,35478494,0
1,18,1,1,,2,34766083,34833429,23399979,15348064,78155006,,,,,43374963,52161175,,44716187,52161175,0
1,21,1,2,,4,20651573,97693756,23399979,20886711,15663032,,,,,28026898,50048029,,12795455,75472431,0
1,35,0,1,,2,20033891,14654063,48046108,88885307,59256868,,,,,73403783,44820795,,35408646,58934334,0
1,18,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,47,0,1,,2,24781887,74855843,12812296,68786016,26985899,,,,,1981902,1900157,,10796572,15192914,0
1,45,1,10,,12,64163666,26569498,23399979,11584451,95291452,,,,,14413833,84325371,,10609191,36539513,0
1,47,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,65,0,1,,3,35524435,12139651,23399979,22688441,38436887,,,,,24023056,62726867,,48432822,22288055,0
1,24,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,28,1,1,,3,86053429,10730298,23399979,15348064,23942978,,,,,57388411,33754618,,19655948,33754618,0
1,23,1,3,,5,41303144,14413834,23399979,62726867,31358095,,,,,22688441,75628144,,15387402,19974725,0
1,21,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,55,1,3,,5,28912201,20659827,23399979,10676913,12892373,,,,,53384566,4448714,,24672122,95202482,0
1,22,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,64,0,0,,1,28912201,12652142,23399979,42974577,83279924,,,,,12812296,51204696,,13773218,51204696,0
1,46,0,2,,4,5762348,172966,23399979,56053796,45563728,,,,,33365353,17083061,,75240387,62833633,0
1,29,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,65,1,1,,3,82606287,17008324,23399979,49380727,81037773,,,,,30028818,20019212,,23952258,26959205,0
1,52,1,4,,6,60514703,29628433,23399979,80076849,64061478,,,,,42707653,48935857,,97350049,79365063,1
1,28,1,3,,5,16521257,13068542,23399979,66730709,35233814,,,,,68599172,52383609,,16001898,10576817,0
0,25,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,49,1,0,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,24,1,2,,4,32219577,23734778,23399979,80076849,59256868,,,,,41373043,34477535,,60230457,39615798,0
1,21,0,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,42,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,1
1,23,0,3,,5,28912201,96092216,23399979,72069162,98814831,,,,,30028818,31363432,,96092216,17083061,1
1,48,1,3,,7,6712542,10073668,23399979,45376883,18770014,,,,,30028818,24023055,,18051425,22421517,0
1,27,1,3,,5,41303144,11370913,23399979,26692283,12011527,,,,,26024976,16682677,,12424559,16682677,0
1,33,1,4,,6,12254308,41415747,48046108,17216522,34513123,,,,,53384566,49158287,,60973065,35286975,0
1,23,1,1,,3,20033891,30429202,35257837,45376883,68545784,,,,,14680757,13123707,,55219659,39235431,0
1,78,1,1,,3,95902509,16495831,23399979,93422991,89686069,,,,,1601537,84080696,,12136694,13212681,0
1,63,0,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,54,1,5,,8,28912201,22901979,23399979,29895357,75784729,,,,,30028818,31363432,,31238425,6921309,0
1,46,0,3,,5,44750278,21220366,23399979,2936151,6662394,,,,,13346142,20019212,,26095776,31496893,0
1,27,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,4,,6,20651573,34593201,48206264,50715337,10506083,,,,,12011528,15681716,,43945352,53191048,0
1,29,1,4,,6,40997882,17008324,14413833,11677875,56294025,,,,,18017292,64528594,,64892816,67444725,0
1,39,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,42,1,6,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,22,1,2,,4,28912201,1297245,23399979,27759974,24951946,,,,,26158438,10232042,,16023824,29450486,1
1,24,1,4,,6,82606287,19827028,48046112,20686522,22741825,,,,,30028818,31363432,,27347516,69399939,0
1,24,1,3,,5,28912201,10426006,23399979,43908806,11931451,,,,,85415304,13123704,,11547082,11588899,0
1,20,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,55,1,1,,5,90866913,35233813,23399979,17349985,17969246,,,,,27546436,28293822,,51527423,65663018,0
1,23,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,23,1,3,,5,24749594,36242783,23399979,93422985,30909664,,,,,50715337,61080842,,67526648,24668562,0
1,24,1,1,,3,15041489,33151816,23399979,21353827,40198578,,,,,97426832,81189021,,48513611,22830022,0
1,23,1,3,,5,41303146,31390125,23399979,26692283,6934655,,,,,30028818,31363432,,7525573,32431123,0
1,29,1,4,,6,24781887,29548358,23399979,56053796,1905829,,,,,80076847,66730708,,44278305,42040343,0
1,27,1,3,,5,20033891,16335678,16015369,22688441,36995506,,,,,55386491,39782622,,37010184,21968861,0
1,51,0,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,18,1,2,,3,41303144,3843689,22421518,38703811,30669434,,,,,30028818,31363432,,46571045,22421518,0
1,27,1,4,,6,70215347,23158224,23399979,14013449,83279924,,,,,48046112,6005764,,35624985,97827215,0
1,20,1,2,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,49,1,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,32,0,3,,4,16521257,52850719,23399979,3203074,35233815,,,,,74738393,62281996,,80582733,38258939,0
1,46,0,4,,10,17142671,19859059,23399979,89419146,19378597,,,,,3203074,26692283,,38282959,72069163,0
1,28,1,2,,4,24781887,17809091,23399979,25357668,20819981,,,,,22554979,11221881,,20607587,27237251,0
1,82,0,0,,2,28912201,43721962,23399979,18684598,45884033,,,,,42707653,68955064,,46604729,22043377,0
1,31,1,6,,8,28912201,39269687,16015369,33365355,63180634,,,,,11744604,15125625,,51129514,72247116,0
1,36,0,4,,5,82606287,2251761,48046108,30696127,31229971,,,,,82746086,6895507,,25345595,54074116,1
0,33,1,5,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,48,0,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,36,0,2,,3,22375139,1169122,23399979,3203074,10890451,,,,,14947679,20464082,,14729503,62104044,0
1,25,0,3,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
0,54,1,1,,3,41303144,10409991,96092224,20019213,96092224,,,,,2936151,69177504,,11463637,21865429,0
1,22,1,1,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,31,1,5,,7,41303144,26449384,23399979,73403776,38757195,,,,,20553058,65300446,,27687207,37426361,1
1,25,1,5,,7,67916675,91047375,23399979,11611143,16319662,,,,,53384566,85860186,,15976482,26603308,0
1,24,1,3,,5,28912201,96092216,6406148,20019212,96092224,,,,,93422991,27804461,,96092216,88863058,1
1,34,1,4,,5,28912201,22861940,23399979,26692283,28203066,,,,,30028818,31363432,,28411718,28292707,0
1,37,1,7,,10,74353119,51969873,12812296,37075581,23991025,,,,,10276529,35719838,,13112761,41611456,0
1,49,1,5,,7,5714122,30909665,23399979,25491131,11322867,,,,,60057635,57722063,,39826862,44409286,0
1,51,1,3,,8,35524435,27065976,12812296,32097469,45643803,,,,,68332243,44398165,,6739502,13122816,0
1,20,1,1,,3,34698373,25064053,23399979,43374963,44442654,,,,,31056473,49633188,,61283887,12597312,0
